CODIGO_SINIESTRO;LOCALIDAD;GRAVEDAD;CLASE;TIPO DE VEHICULO;SERVICIO;CONDICION;ESTADO;EDAD;SEXO;HORA
10472220;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;MASCULINO;03:00 a 5:59
10474959;Tunjuelito;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;19;MASCULINO;06:00 a 8:59
10472165;Ciudad Bolívar;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;25;MASCULINO;06:00 a 8:59
10472173;Barrios Unidos;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;54;MASCULINO;18:00 a 20:59
10472380;Suba;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;20;MASCULINO;15:00  a 17:59
10472274;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;30;MASCULINO;03:00 a 5:59
10472275;San Cristóbal;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;33;MASCULINO;06:00 a 8:59
10472283;Engativá;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;32;MASCULINO;21:00 a 24:00
10472309;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;40;MASCULINO;09:00  a 11:59
10472317;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;59;MASCULINO;03:00 a 5:59
10472177;Teusaquillo;Con Heridos;Choque;Motocicleta;Oficial;MOTOCICLISTA;HERIDO;30;MASCULINO;18:00 a 20:59
10472305;Ciudad Bolívar;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;30;MASCULINO;00:00 a 02:59
10472307;Suba;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;37;MASCULINO;09:00  a 11:59
10472314;Teusaquillo;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;22;MASCULINO;12:00 a 14:59
10472191;Tunjuelito;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;20;MASCULINO;00:00 a 02:59
10472744;Usaquén;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;34;MASCULINO;21:00 a 24:00
10472287;Tunjuelito;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;54;MASCULINO;21:00 a 24:00
10472296;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;25;MASCULINO;06:00 a 8:59
10472298;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;37;MASCULINO;09:00  a 11:59
10472302;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;MASCULINO;03:00 a 5:59
10472313;Ciudad Bolívar;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;37;MASCULINO;12:00 a 14:59
10472169;Usaquén;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;MASCULINO;12:00 a 14:59
10472195;Ciudad Bolívar;Con Heridos;Atropello;Motocicleta;Oficial;MOTOCICLISTA;HERIDO;37;MASCULINO;15:00  a 17:59
10472390;Los Mártires;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;42;MASCULINO;00:00 a 02:59
10472174;Usaquén;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;62;MASCULINO;00:00 a 02:59
10472322;Engativá;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;35;MASCULINO;03:00 a 5:59
10472330;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;40;MASCULINO;03:00 a 5:59
10472337;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;03:00 a 5:59
10472340;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;35;MASCULINO;15:00  a 17:59
10472341;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;30;MASCULINO;15:00  a 17:59
10472345;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;55;FEMENINO;06:00 a 8:59
10472350;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;41;FEMENINO;12:00 a 14:59
10472354;Chapinero;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;32;MASCULINO;09:00  a 11:59
10472355;Chapinero;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;36;FEMENINO;00:00 a 02:59
10472356;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;FEMENINO;06:00 a 8:59
10483954;Chapinero;Con Heridos;Atropello;Automovil;Particular;CONDUCTOR;ILESO;25;MASCULINO;00:00 a 02:59
10472255;Fontibón;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;37;MASCULINO;21:00 a 24:00
10472284;Ciudad Bolívar;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;33;FEMENINO;12:00 a 14:59
10472327;Engativá;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;39;MASCULINO;06:00 a 8:59
10472351;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;50;MASCULINO;09:00  a 11:59
10472364;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;43;FEMENINO;21:00 a 24:00
10472365;Los Mártires;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;27;MASCULINO;00:00 a 02:59
10472392;Kennedy;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;MASCULINO;09:00  a 11:59
10472394;Ciudad Bolívar;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;37;MASCULINO;18:00 a 20:59
10472440;Engativá;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;40;MASCULINO;06:00 a 8:59
10472443;Ciudad Bolívar;Con Heridos;Choque;Motocicleta;Particular;PASAJERO;HERIDO;23;FEMENINO;00:00 a 02:59
10472446;San Cristóbal;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;39;MASCULINO;00:00 a 02:59
10472449;Ciudad Bolívar;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;56;MASCULINO;00:00 a 02:59
10472336;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;20;MASCULINO;06:00 a 8:59
10472343;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;38;MASCULINO;18:00 a 20:59
10472359;Kennedy;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;28;MASCULINO;12:00 a 14:59
10472361;Ciudad Bolívar;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;21;MASCULINO;18:00 a 20:59
10472290;Ciudad Bolívar;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;48;MASCULINO;09:00  a 11:59
10472280;Usaquén;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;36;MASCULINO;09:00  a 11:59
10472346;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;47;MASCULINO;06:00 a 8:59
10472348;Teusaquillo;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;42;MASCULINO;18:00 a 20:59
10472349;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;44;MASCULINO;21:00 a 24:00
10472389;Suba;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;43;MASCULINO;06:00 a 8:59
10472249;Teusaquillo;Con Heridos;Choque;Bus;Publico;PASAJERO;HERIDO;49;MASCULINO;18:00 a 20:59
10472251;Kennedy;Con Heridos;Choque;Automovil;Publico;MOTOCICLISTA;HERIDO;44;FEMENINO;03:00 a 5:59
10472258;Fontibón;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;22;MASCULINO;03:00 a 5:59
10472360;Ciudad Bolívar;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;43;MASCULINO;12:00 a 14:59
10472171;Usaquén;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;HERIDO;64;MASCULINO;06:00 a 8:59
10472393;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;28;MASCULINO;09:00  a 11:59
10472395;Tunjuelito;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;31;MASCULINO;06:00 a 8:59
10472428;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;MASCULINO;03:00 a 5:59
10472429;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;37;MASCULINO;06:00 a 8:59
10472433;Suba;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;31;MASCULINO;09:00  a 11:59
10472437;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;28;MASCULINO;12:00 a 14:59
10472441;Kennedy;Con Heridos;Choque;Camioneta;Publico;CONDUCTOR;ILESO;58;MASCULINO;03:00 a 5:59
10472388;Rafael Uribe Uribe;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;22;MASCULINO;15:00  a 17:59
10472400;Tunjuelito;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;26;MASCULINO;00:00 a 02:59
10472423;Ciudad Bolívar;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;36;MASCULINO;09:00  a 11:59
10472424;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;22;FEMENINO;12:00 a 14:59
10472426;Engativá;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;47;MASCULINO;09:00  a 11:59
10472436;Teusaquillo;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;HERIDO;21;MASCULINO;09:00  a 11:59
10472448;Ciudad Bolívar;Con Heridos;Choque;Automovil;Publico;PASAJERO;HERIDO;10;FEMENINO;18:00 a 20:59
10472451;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;26;MASCULINO;12:00 a 14:59
10472418;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;35;MASCULINO;03:00 a 5:59
10472419;Chapinero;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;21;MASCULINO;15:00  a 17:59
10472420;Chapinero;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;30;MASCULINO;09:00  a 11:59
10472746;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;FEMENINO;21:00 a 24:00
10472508;Suba;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;HERIDO;57;FEMENINO;09:00  a 11:59
10472413;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;30;MASCULINO;12:00 a 14:59
10472416;San Cristóbal;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;30;MASCULINO;06:00 a 8:59
10472417;La Candelaria;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;28;MASCULINO;03:00 a 5:59
10472509;Suba;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;29;MASCULINO;12:00 a 14:59
10472370;Fontibón;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;54;MASCULINO;09:00  a 11:59
10472372;Barrios Unidos;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;42;MASCULINO;03:00 a 5:59
10472377;Kennedy;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;30;MASCULINO;12:00 a 14:59
10472406;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;MASCULINO;18:00 a 20:59
10472427;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;23;MASCULINO;06:00 a 8:59
10472410;Ciudad Bolívar;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;49;MASCULINO;15:00  a 17:59
10472374;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;45;MASCULINO;03:00 a 5:59
10472375;Rafael Uribe Uribe;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;27;MASCULINO;18:00 a 20:59
10472381;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;FEMENINO;21:00 a 24:00
10472382;Usaquén;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;24;MASCULINO;06:00 a 8:59
10472383;Usaquén;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;48;MASCULINO;21:00 a 24:00
10472453;Engativá;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;28;MASCULINO;12:00 a 14:59
10472454;Engativá;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;60;MASCULINO;06:00 a 8:59
10473317;Rafael Uribe Uribe;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;32;MASCULINO;06:00 a 8:59
10472431;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;48;MASCULINO;21:00 a 24:00
10472460;Kennedy;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;34;FEMENINO;09:00  a 11:59
10472494;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;29;FEMENINO;00:00 a 02:59
10472497;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;35;MASCULINO;12:00 a 14:59
10472498;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;23;MASCULINO;00:00 a 02:59
10472502;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;30;MASCULINO;18:00 a 20:59
10472505;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;73;MASCULINO;09:00  a 11:59
10472507;Engativá;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;53;MASCULINO;18:00 a 20:59
10472438;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;59;MASCULINO;12:00 a 14:59
10472499;Engativá;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;46;MASCULINO;15:00  a 17:59
10472748;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;70;MASCULINO;21:00 a 24:00
10472501;Suba;Solo Daños;Choque;Motocicleta;Particular;CONDUCTOR;ILESO;31;FEMENINO;06:00 a 8:59
10472644;Kennedy;Con Heridos;Atropello;Camioneta;Publico;CONDUCTOR;ILESO;56;FEMENINO;06:00 a 8:59
10472469;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;48;MASCULINO;15:00  a 17:59
10472476;Chapinero;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;61;MASCULINO;12:00 a 14:59
10472477;Engativá;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;35;MASCULINO;18:00 a 20:59
10472482;Fontibón;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;43;MASCULINO;15:00  a 17:59
10472504;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;MASCULINO;03:00 a 5:59
10472512;Ciudad Bolívar;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;42;MASCULINO;09:00  a 11:59
10472510;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;26;MASCULINO;06:00 a 8:59
10472529;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;31;MASCULINO;15:00  a 17:59
10472534;Rafael Uribe Uribe;Con Heridos;Atropello;Automovil;Particular;CONDUCTOR;HERIDO;41;FEMENINO;15:00  a 17:59
10472535;Fontibón;Con Heridos;Choque;Camioneta;Publico;CONDUCTOR;ILESO;37;MASCULINO;12:00 a 14:59
10472474;Tunjuelito;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;37;MASCULINO;12:00 a 14:59
10472479;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;63;FEMENINO;09:00  a 11:59
10472481;Suba;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;21;MASCULINO;09:00  a 11:59
10472484;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;FEMENINO;06:00 a 8:59
10472486;Chapinero;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;27;MASCULINO;00:00 a 02:59
10472487;Chapinero;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;58;MASCULINO;21:00 a 24:00
10472488;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;46;MASCULINO;21:00 a 24:00
10472490;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;FEMENINO;15:00  a 17:59
10472491;Kennedy;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;51;MASCULINO;18:00 a 20:59
10472496;San Cristóbal;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;18;MASCULINO;21:00 a 24:00
10472467;Ciudad Bolívar;Con Heridos;Atropello;Automovil;Particular;CONDUCTOR;ILESO;41;MASCULINO;12:00 a 14:59
10473358;Ciudad Bolívar;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;40;MASCULINO;09:00  a 11:59
10473160;Rafael Uribe Uribe;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;45;MASCULINO;18:00 a 20:59
10472809;Engativá;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;30;MASCULINO;18:00 a 20:59
10472586;Tunjuelito;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;38;MASCULINO;06:00 a 8:59
10472587;Barrios Unidos;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;39;MASCULINO;00:00 a 02:59
10472588;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;43;MASCULINO;12:00 a 14:59
10472604;San Cristóbal;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;44;MASCULINO;21:00 a 24:00
10472617;Kennedy;Con Heridos;Atropello;Camioneta;Publico;CONDUCTOR;ILESO;17;MASCULINO;06:00 a 8:59
10472641;Kennedy;Con Heridos;Choque;Camioneta;Publico;CONDUCTOR;ILESO;33;MASCULINO;18:00 a 20:59
10472506;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;47;MASCULINO;18:00 a 20:59
10472514;Tunjuelito;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;00:00 a 02:59
10472526;San Cristóbal;Con Muertos;Choque;Bus;Publico;CONDUCTOR;ILESO;51;MASCULINO;00:00 a 02:59
10472527;Rafael Uribe Uribe;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;74;MASCULINO;00:00 a 02:59
10472540;Suba;Con Heridos;Choque;Motocicleta;Oficial;MOTOCICLISTA;ILESO;22;MASCULINO;03:00 a 5:59
10472546;Usaquén;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;44;MASCULINO;09:00  a 11:59
10472549;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;71;MASCULINO;06:00 a 8:59
10472555;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;43;MASCULINO;03:00 a 5:59
10472556;Ciudad Bolívar;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;30;MASCULINO;09:00  a 11:59
10472562;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;61;MASCULINO;03:00 a 5:59
10472563;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;37;MASCULINO;15:00  a 17:59
10472565;Ciudad Bolívar;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;24;MASCULINO;06:00 a 8:59
10472566;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;39;FEMENINO;09:00  a 11:59
10472573;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;63;MASCULINO;00:00 a 02:59
10472574;Tunjuelito;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;42;MASCULINO;09:00  a 11:59
10472576;Chapinero;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;48;MASCULINO;12:00 a 14:59
10472561;Fontibón;Solo Daños;Choque;Camioneta;Oficial;CONDUCTOR;ILESO;50;MASCULINO;06:00 a 8:59
10473734;Rafael Uribe Uribe;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;MASCULINO;06:00 a 8:59
10472557;Fontibón;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;26;MASCULINO;12:00 a 14:59
10472543;Barrios Unidos;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;51;MASCULINO;18:00 a 20:59
10472544;Ciudad Bolívar;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;37;MASCULINO;12:00 a 14:59
10472564;Ciudad Bolívar;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;38;MASCULINO;09:00  a 11:59
10490389;Kennedy;Con Heridos;Choque;Motocicleta;Oficial;MOTOCICLISTA;HERIDO;35;MASCULINO;09:00  a 11:59
10472517;Fontibón;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;26;MASCULINO;18:00 a 20:59
10472518;Kennedy;Con Heridos;Choque;Motocicleta;Oficial;MOTOCICLISTA;HERIDO;35;MASCULINO;06:00 a 8:59
10472521;Usaquén;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;27;MASCULINO;00:00 a 02:59
10472522;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;20;MASCULINO;03:00 a 5:59
10472525;Teusaquillo;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;33;MASCULINO;09:00  a 11:59
10472530;Tunjuelito;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;33;MASCULINO;03:00 a 5:59
10472532;Fontibón;Con Heridos;Choque;Bus;Publico;PASAJERO;HERIDO;28;FEMENINO;12:00 a 14:59
10472533;Tunjuelito;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;20;MASCULINO;18:00 a 20:59
10472548;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;48;FEMENINO;21:00 a 24:00
10472551;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;42;MASCULINO;15:00  a 17:59
10472552;Ciudad Bolívar;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;73;MASCULINO;00:00 a 02:59
10472511;Usaquén;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;28;MASCULINO;03:00 a 5:59
10472607;Tunjuelito;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;49;MASCULINO;00:00 a 02:59
10472610;Tunjuelito;Con Heridos;Choque;Bus;Publico;CONDUCTOR;HERIDO;59;MASCULINO;03:00 a 5:59
10472618;Los Mártires;Con Heridos;Choque;Automovil;Particular;PASAJERO;HERIDO;28;FEMENINO;00:00 a 02:59
10472567;Suba;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;42;MASCULINO;15:00  a 17:59
10472570;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;MASCULINO;00:00 a 02:59
10472591;Engativá;Con Heridos;Choque;Bus;Publico;CONDUCTOR;HERIDO;29;MASCULINO;15:00  a 17:59
10472597;San Cristóbal;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;35;MASCULINO;18:00 a 20:59
10472598;Kennedy;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;59;MASCULINO;03:00 a 5:59
10472608;Engativá;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;23;MASCULINO;00:00 a 02:59
10472612;Usaquén;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;22;MASCULINO;15:00  a 17:59
10472625;Usaquén;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;27;MASCULINO;09:00  a 11:59
10472626;Engativá;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;39;MASCULINO;15:00  a 17:59
10472631;Engativá;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;49;MASCULINO;21:00 a 24:00
10472606;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;FEMENINO;00:00 a 02:59
10472645;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;66;MASCULINO;21:00 a 24:00
10472649;Suba;Solo Daños;Choque;Camioneta;Particular;MOTOCICLISTA;ILESO;23;MASCULINO;03:00 a 5:59
10472654;Engativá;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;78;MASCULINO;21:00 a 24:00
10472665;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;50;FEMENINO;15:00  a 17:59
10472668;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;42;MASCULINO;18:00 a 20:59
10472670;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;33;FEMENINO;12:00 a 14:59
10472671;Tunjuelito;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;49;MASCULINO;21:00 a 24:00
10472575;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;40;MASCULINO;15:00  a 17:59
10472595;Tunjuelito;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;HERIDO;29;MASCULINO;09:00  a 11:59
10472596;Usaquén;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;17;MASCULINO;09:00  a 11:59
10472601;Barrios Unidos;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;21;MASCULINO;18:00 a 20:59
10472602;Barrios Unidos;Con Heridos;Choque;Bus;Publico;CONDUCTOR;HERIDO;23;MASCULINO;18:00 a 20:59
10472605;Ciudad Bolívar;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;33;MASCULINO;15:00  a 17:59
10472623;Engativá;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;26;MASCULINO;03:00 a 5:59
10472672;Suba;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;50;MASCULINO;06:00 a 8:59
10472675;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;MASCULINO;15:00  a 17:59
10472678;Fontibón;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;24;MASCULINO;09:00  a 11:59
10472680;Kennedy;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;27;MASCULINO;06:00 a 8:59
10472681;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;38;FEMENINO;15:00  a 17:59
10472682;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;23;MASCULINO;12:00 a 14:59
10472684;Barrios Unidos;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;39;MASCULINO;03:00 a 5:59
